source,band,period_h,psd
saved_whole_series,cA3,3.379693064904713,0.02099684261072841
saved_whole_series,cA3,3.4448977279890705,0.020684561869045392
saved_whole_series,cA3,3.5113603893609313,0.0282539202731307
saved_whole_series,cA3,3.579105319672374,0.0185328187751581
saved_whole_series,cA3,3.6481572578309183,0.026243503643961857
saved_whole_series,cA3,3.7185414200336253,0.024080432283874898
saved_whole_series,cA3,3.790283508975467,0.02404385512658354
saved_whole_series,cA3,3.863409723235371,0.02887330424061575
saved_whole_series,cA3,3.9379467668433517,0.03389955450025008
saved_whole_series,cA3,4.0139218590322,0.04595677596234835
saved_whole_series,cA3,4.091362744177346,0.04051073583177033
saved_whole_series,cA3,4.170297701928455,0.051342139395951086
saved_whole_series,cA3,4.250755557536529,0.04203339569863018
saved_whole_series,cA3,4.332765692380219,0.03964337238506655
saved_whole_series,cA3,4.41635805469525,0.05488583434419023
saved_whole_series,cA3,4.50156317051082,0.048237558201578025
saved_whole_series,cA3,4.588412154797026,0.05997570710065065
saved_whole_series,cA3,4.676936722827329,0.09027542204882655
saved_whole_series,cA3,4.767169201760267,0.06656435291244042
saved_whole_series,cA3,4.859142542444581,0.07081786682883255
saved_whole_series,cA3,4.952890331452131,0.06691474457061083
saved_whole_series,cA3,5.04844680334293,0.08145774175765662
saved_whole_series,cA3,5.145846853166851,0.12771754624808598
saved_whole_series,cA3,5.245126049206475,0.11697954612872925
saved_whole_series,cA3,5.346320645965852,0.11210779922065973
saved_whole_series,cA3,5.449467597409789,0.20146288277928523
saved_whole_series,cA3,5.554604570458625,0.1312593419920266
saved_whole_series,cA3,5.661769958743311,0.14252270993420127
saved_whole_series,cA3,5.7710028966259115,0.17372437369220747
saved_whole_series,cA3,5.882343273490564,0.21534583875473776
saved_whole_series,cA3,5.995831748310182,0.18538037139451655
saved_whole_series,cA3,6.111509764494199,0.2101764071354996
saved_whole_series,cA3,6.229419565022735,0.20331433675816069
saved_whole_series,cA3,6.349604207872799,0.21160285131972797
saved_whole_series,cA3,6.472107581742054,0.1960284860294721
saved_whole_series,cA3,6.596974422076001,0.19884225173513462
saved_whole_series,cA3,6.724250327404317,0.2179539213761108
saved_whole_series,cA3,6.853981775992426,0.1845764065405406
saved_whole_series,cA3,6.986216142814284,0.16841436754673245
saved_whole_series,cA3,7.1210017168526605,0.15247932437216952
saved_whole_series,cA3,7.258387718733156,0.17585713656364824
saved_whole_series,cA3,7.398424318698476,0.1373657881175142
saved_whole_series,cA3,7.541162654929443,0.14940650687550328
saved_whole_series,cA3,7.686654852219517,0.11828357981458239
saved_whole_series,cA3,7.834954041009559,0.13999093536288562
saved_whole_series,cA3,7.98611437678989,0.1639315605675971
saved_whole_series,cA3,8.140191059876614,0.17523393251531136
saved_whole_series,cA3,8.297240355569535,0.17801595154373362
saved_whole_series,cA3,8.457319614698973,0.21104552273955016
saved_whole_series,cA3,8.620487294568951,0.2530758676856284
saved_whole_series,cA3,8.786802980304513,0.33677906002369323
saved_whole_series,cA3,8.956327406610816,0.5953247514963983
saved_whole_series,cA3,9.129122479952105,0.6196072072424775
saved_whole_series,cA3,9.3052513011585,1.9694263627389512
saved_whole_series,cA3,9.484778188469026,1.5118918784263526
saved_whole_series,cA3,9.667768701019135,0.9932386075705547
saved_whole_series,cA3,9.854289662781447,1.60924683851018
saved_whole_series,cA3,10.044409186968307,2.2835624903607146
saved_whole_series,cA3,10.238196700905213,5.728219420773776
saved_whole_series,cA3,10.43572297138407,5.717299474535378
saved_whole_series,cA3,10.63706013050564,5.927095584060133
saved_whole_series,cA3,10.842281702020514,6.69985132574612
saved_whole_series,cA3,11.051462628178331,6.056831409359492
saved_whole_series,cA3,11.264679297094995,6.459568222882008
saved_whole_series,cA3,11.48200957064784,7.372736344928801
saved_whole_series,cA3,11.70353281290906,8.382022496173525
saved_whole_series,cA3,11.929329919127625,8.131106542815326
saved_whole_series,cA3,12.159483345270418,9.441431957120725
saved_whole_series,cA3,12.394077138133245,13.204207887177096
saved_whole_series,cA3,12.633196966032852,11.798711241175914
saved_whole_series,cA3,12.876930150091003,16.140773382673334
saved_whole_series,cA3,13.12536569612221,15.401559089066458
saved_whole_series,cA3,13.378594327136586,12.070694727128535
saved_whole_series,cA3,13.636708516469879,8.95249394945815
saved_whole_series,cA3,13.899802521552571,6.561189123842225
saved_whole_series,cA3,14.167972418330605,6.669528881706058
saved_whole_series,cA3,14.441316136350085,10.196084563623453
saved_whole_series,cA3,14.719933494518948,12.23766798349309
saved_whole_series,cA3,15.003926237558561,2.837012375001293
saved_whole_series,cA3,15.293398073158553,1.1213942843625666
saved_whole_series,cA3,15.58845470984854,1.0369854176924296
saved_whole_series,cA3,15.889203895600431,1.0964122177819977
saved_whole_series,cA3,16.195755457175594,0.9444785149552164
saved_whole_series,cA3,16.508221340231017,0.815290358301871
saved_whole_series,cA3,16.8267156501994,0.8654795277934101
saved_whole_series,cA3,17.15135469395778,0.8361962922956524
saved_whole_series,cA3,17.48225702230024,1.0175736669440019
saved_whole_series,cA3,17.81954347322987,0.8360482499974139
saved_whole_series,cA3,18.163337216086152,0.629220578998212
saved_whole_series,cA3,18.513763796523516,0.6930905964446467
saved_whole_series,cA3,18.87095118235783,0.7686898162543768
saved_whole_series,cA3,19.235029810297274,0.6656632259386495
saved_whole_series,cA3,19.606132633574916,0.6362694777436765
saved_whole_series,cA3,19.984395170500147,0.6456396000767153
saved_whole_series,cA3,20.369955553946927,0.6662998450081942
saved_whole_series,cA3,20.76295458179678,0.819051243011588
saved_whole_series,cA3,21.163535768354915,0.8253975327118498
saved_whole_series,cA3,21.571845396758473,0.7820480096192904
saved_whole_series,cA3,21.988032572395706,0.7940864829714217
saved_whole_series,cA3,22.412249277355972,0.8100296927445911
saved_whole_series,cA3,22.84465042593003,0.7817001747665699
saved_whole_series,cA3,23.28539392118133,0.6895296906098367
saved_whole_series,cA3,23.73464071260851,0.7024636321714999
saved_whole_series,cA3,24.192554854920584,0.6735272488951703
saved_whole_series,cA3,24.659303567945905,0.6341619434026041
saved_whole_series,cA3,25.135057297697138,0.6248340803402769
saved_whole_series,cA3,25.619989778614165,0.6760301170384855
saved_whole_series,cA3,26.114278097008047,0.662028637682125
saved_whole_series,cA3,26.618102755728817,0.6822856219065013
saved_whole_series,cA3,27.131647740081124,0.7002112192218318
saved_whole_series,cA3,27.655100585011386,0.6883364934304721
saved_whole_series,cA3,28.188652443591323,0.9295020788617349
saved_whole_series,cA3,28.73249815682275,1.0274965197577197
saved_whole_series,cA3,29.286836324788993,0.9885935830229742
saved_whole_series,cA3,29.85186937917922,1.027903830186302
saved_whole_series,cA3,30.427803657211786,0.9613719113165916
saved_whole_series,cA3,31.014849476984,0.8004464301631562
saved_whole_series,cA3,31.613221214275406,0.9379540652322046
saved_whole_series,cA3,32.22313738083303,1.0266160651714193
saved_whole_series,cA3,32.84482070416682,1.011604212416926
saved_whole_series,cA3,33.47849820888475,0.9643876033381197
saved_whole_series,cA3,34.12440129959695,0.9025958715198671
saved_whole_series,cA3,34.7827658454195,1.0631221625440874
saved_whole_series,cA3,35.453832266108364,1.195158594595478
saved_whole_series,cA3,36.137845619855355,1.1996188614291086
saved_whole_series,cA3,36.835055692777644,1.202743275509037
saved_whole_series,cA3,37.54571709013408,1.2035442682088107
saved_whole_series,cA3,38.27008932930125,1.243232038116735
saved_whole_series,cA3,39.00843693454322,1.3274564516544425
saved_whole_series,cA3,39.7610295336099,1.4024648555027905
saved_whole_series,cA3,40.52814195619885,1.4678772083826104
saved_whole_series,cA3,41.310054334316966,1.478155678803315
saved_whole_series,cA3,42.10705220457815,1.4177151735580678
saved_whole_series,cA3,42.91942661247497,1.3850581039887668
saved_whole_series,cA3,43.74747421866168,1.4171022485775033
saved_whole_series,cA3,44.59149740728809,1.4409778590435556
saved_whole_series,cA3,45.451804396423235,1.365905980119739
saved_whole_series,cA3,46.32870935060979,1.289385733998565
saved_whole_series,cA3,47.22253249558958,1.328396514997278
saved_whole_series,cA3,48.133600235242994,1.4063387957202533
saved_whole_series,cA3,49.062245270784004,1.4564185947172923
saved_whole_series,cA3,50.008806722255244,1.4448459640385976
saved_whole_series,cA3,50.97363025236692,1.433050061758041
saved_whole_series,cA3,51.95706819272496,1.4162464727771258
saved_whole_series,cA3,52.95947967249436,1.3976618232095523
saved_whole_series,cA3,53.98123074954523,1.3942879844973
saved_whole_series,cA3,55.02269454412866,1.5624483593351408
saved_whole_series,cA3,56.08425137513179,1.7338530644641927
saved_whole_series,cA3,57.16628889896145,1.8749348819990281
saved_whole_series,cA3,58.269202251107764,1.9193086325364923
saved_whole_series,cA3,59.39339419043843,1.9645384890569604
saved_whole_series,cA3,60.53927524627722,1.9823945509250172
saved_whole_series,cA3,61.7072638683197,1.920855099186043
saved_whole_series,cA3,62.897786579441885,1.8581283623475124
saved_whole_series,cA3,64.11127813145649,1.8113793146100876
saved_whole_series,cA3,65.34818166387448,1.937259414335636
saved_whole_series,cA3,66.60894886572933,2.0655681279423788
saved_whole_series,cA3,67.89404014052396,2.196352310853833
saved_whole_series,cA3,69.20392477435938,2.2902455086996087
saved_whole_series,cA3,70.53908110730714,2.3699779299910926
saved_whole_series,cA3,71.89999670808868,2.451248634661384
saved_whole_series,cA3,73.28716855212397,2.531317657989314
saved_whole_series,cA3,74.70110320301589,2.5886181228613387
saved_whole_series,cA3,76.14231699753532,2.6470240897522728
saved_whole_series,cA3,77.61133623417611,2.706556887192639
saved_whole_series,cA3,79.10869736534697,2.7058689110126934
saved_whole_series,cA3,80.63494719327193,2.491802989177302
saved_whole_series,cA3,82.1906430696696,2.273607078007666
saved_whole_series,cA3,83.77635309928597,2.0512014973204233
saved_whole_series,cA3,85.39265634735295,1.8334657261295793
saved_whole_series,cA3,87.04014305105,1.8512472096737398
saved_whole_series,cA3,88.71941483504492,1.8693717526677878
saved_whole_series,cA3,90.43108493119412,1.8878459737825375
saved_whole_series,cA3,92.17577840248063,1.9066766193832991
saved_whole_series,cA3,93.95413237127259,1.9299838448848678
saved_whole_series,cA3,95.76679625198642,1.9581854870032869
saved_whole_series,cA3,97.61443198823778,1.9869312254456741
saved_whole_series,cA3,99.49771429456864,2.016231557501818
saved_whole_series,cA3,101.4173309028371,2.046097182986473
saved_whole_series,cA3,103.37398281336215,2.1104278107133
saved_whole_series,cA3,105.36838455091261,2.2108502575088522
saved_whole_series,cA3,107.40126442563553,2.313210161843796
saved_whole_series,cA3,109.47336479901804,2.4175449032267533
saved_whole_series,cA3,111.58544235498152,2.5238925823319294
saved_whole_series,cA3,113.73826837620499,2.632292034912592
saved_whole_series,cA3,115.93262902578012,2.706816650013954
saved_whole_series,cA3,118.1693256342997,2.7821069076118037
saved_whole_series,cA3,120.44917499248609,2.858849745602585
saved_whole_series,cA3,122.77300964946404,2.9370731887250234
saved_whole_series,cA3,125.14167821678903,3.0168058024011657
saved_whole_series,cA3,127.55604567834034,3.098076703167802
saved_whole_series,cA3,130.01699370619426,3.126355982990685
saved_whole_series,cA3,132.52542098259033,3.142940223748789
saved_whole_series,cA3,135.08224352810922,3.159844425464993
saved_whole_series,cA3,137.68839503618338,3.1770747611692407
saved_whole_series,cA3,140.3448272140602,3.1946375229881823
saved_whole_series,cA3,143.052510130344,3.2125391244429267
saved_whole_series,cA3,145.81243256924256,3.2307861027911073
saved_whole_series,cA3,148.62560239164944,3.255089857765272
saved_whole_series,cA3,151.49304690319124,3.281038647569384
saved_whole_series,cA3,154.41581322937657,3.3074880692545965
saved_whole_series,cA3,157.39496869798185,3.33444778154805
saved_whole_series,cA3,160.4316012288161,3.3619276295234095
saved_whole_series,cA3,163.52681973100383,3.3899376481960566
saved_whole_series,cA3,166.68175450793376,3.4184880661876567
saved_whole_series,cA3,169.89755767001927,3.447589309461406
saved_whole_series,cA3,173.17540355542388,3.4229886933733646
saved_whole_series,cA3,176.5164891589024,3.380956880468124
saved_whole_series,cA3,179.92203456891554,3.33811414475224
saved_whole_series,cA3,183.39328341317966,3.294444841033192
saved_whole_series,cA3,186.93150331281046,3.2499330222746274
saved_whole_series,cA3,190.5379863452299,3.204562433772867
saved_whole_series,cA3,194.21404951600263,3.1583165072210604
saved_whole_series,cA3,197.9610352397776,3.1111783546588074
saved_whole_series,cA3,201.78031183050666,3.063130762305065
saved_whole_series,cA3,205.673274001122,3.034796169628054
saved_whole_series,cA3,209.64134337285284,3.0786627424178605
saved_whole_series,cA3,213.6859689943703,3.1233756361736518
saved_whole_series,cA3,217.80862787094637,3.168951179027123
saved_whole_series,cA3,222.01082550382282,3.215406014129797
saved_whole_series,cA3,226.29409643998534,3.2627571057307176
saved_whole_series,cA3,230.66000483254638,3.311021745371422
saved_whole_series,cA3,235.11014501193776,3.3602175582004112
saved_whole_series,cA3,239.64614206812294,3.4103625094094423
saved_whole_series,cA3,244.26965244404465,3.46147491079403
saved_whole_series,cA3,248.9823645405189,3.5135734274404804
saved_whole_series,cA3,253.7859993328012,3.566677084541965
saved_whole_series,cA3,258.68231099904665,3.5992104838226147
saved_whole_series,cA3,263.6730875608972,3.6142031522369646
saved_whole_series,cA3,268.7601515364256,3.6294850752889167
saved_whole_series,cA3,273.94536060567816,3.645061833589144
saved_whole_series,cA3,279.2306082890559,3.6609391154154447
saved_whole_series,cA3,284.61782463878706,3.677122718789974
saved_whole_series,cA3,290.1089769437368,3.6936185535965484
saved_whole_series,cA3,295.7060704478174,3.7104326437388
saved_whole_series,cA3,301.4111490822561,3.7275711293399696
saved_whole_series,cA3,307.2262962119944,3.7450402689851443
saved_whole_series,cA3,313.1536353964843,3.7628464420067416
saved_whole_series,cA3,319.1953311651634,3.780996150814102
saved_whole_series,cA3,325.3535898078933,3.799496023268024
saved_whole_series,cA3,331.6306601806454,3.8183528151011017
saved_whole_series,cA3,338.0288345267327,3.837573412384767
saved_whole_series,cA3,344.5504493138833,3.870019530570186
saved_whole_series,cA3,351.1978860874675,3.9165502308555293
saved_whole_series,cA3,357.9735723401825,3.963978651311585
saved_whole_series,cA3,364.8799823985184,4.012322111718631
saved_whole_series,cA3,371.9196383263243,4.061598266008708
saved_whole_series,cA3,379.0951108458109,4.11182510871246
saved_whole_series,cA3,386.4090202763185,4.163020981530306
saved_whole_series,cA3,393.86403749119825,4.2152045800304245
saved_whole_series,cA3,401.46288489315356,4.268394960475939
saved_whole_series,cA3,409.20833740840123,4.32261154678384
saved_whole_series,cA3,417.1032235000108,4.377874137618162
saved_whole_series,cA3,425.1504262007932,4.434202913619985
saved_whole_series,cA3,433.3528841661216,4.491618444776972
saved_whole_series,cA3,441.7135927470597,4.55014169793504
saved_whole_series,cA3,450.2356050841965,4.609794044454991
saved_whole_series,cA3,458.9220332225824,4.670597268016826
saved_whole_series,cA3,467.7760492481795,4.732573572574672
saved_whole_series,cA3,476.80088644623385,4.79574559046515
saved_whole_series,cA3,485.9998404819983,4.860136390672192
saved_whole_series,cA3,495.3762706042327,4.925769487251297
saved_whole_series,cA3,504.9336008719279,4.992668847916352
saved_whole_series,cA3,514.6753214046926,5.098171459453893
saved_whole_series,cA3,524.6049896572661,5.3061656327807585
saved_whole_series,cA3,534.7262317186182,5.5181726527581345
saved_whole_series,cA3,545.0427436361176,5.734269939527098
saved_whole_series,cA3,555.5582927652417,5.954536406901107
saved_whole_series,cA3,566.276719145331,6.179052491183555
saved_whole_series,cA3,577.2019369018808,6.407900180541218
saved_whole_series,cA3,588.3379356758954,6.6411630449445544
saved_whole_series,cA3,599.6887820808116,6.878926266685511
saved_whole_series,cA3,611.2586211875322,7.12127667148413
saved_whole_series,cA3,623.0516780381147,7.3683027601953945
saved_whole_series,cA3,635.0722591886586,7.620094741127677
saved_whole_series,cA3,647.3247542819628,7.876744562984798
saved_whole_series,cA3,659.8136376505205,8.138345948443531
saved_whole_series,cA3,672.5434699504481,8.404994428379085
saved_whole_series,cA3,685.5188998269297,8.676787376750756
saved_whole_series,cA3,698.7446656117985,8.953824046160692
saved_whole_series,cA3,712.2255970538649,9.236205604098648
saved_whole_series,cA3,725.9666170826351,9.52403516988613
saved_whole_series,cA3,739.9727436060498,9.81741785233316
saved_whole_series,cA3,754.2490913429119,10.116460788121666
saved_whole_series,cA3,768.8008736906626,10.421273180929296
saved_whole_series,cA3,783.6334046291995,10.731966341308203
saved_whole_series,cA3,798.7521006614194,11.048653727333084
saved_whole_series,cA3,814.1624827911994,11.371450986033443
saved_whole_series,cA3,829.8701785395466,11.700475995625345
saved_whole_series,cA3,845.8809239996378,12.035848908557805
saved_whole_series,cA3,862.2005659315118,12.377692195389757
saved_whole_series,cA3,878.8350638971696,12.726130689513434
saved_whole_series,cA3,895.7904924368759,13.081291632740815
saved_whole_series,cA3,913.0730432874402,13.443304721769344
saved_whole_series,cA3,930.6890276432995,13.812302155544268
saved_whole_series,cA3,948.6448784612195,14.188418683534605
saved_whole_series,cA3,966.9471528094692,14.571791654940684
saved_whole_series,cA3,985.6025342623101,14.962561068850897
saved_whole_series,cA3,1004.6178353406866,15.3608696253662
saved_whole_series,cD3,0.5,4.4756831711976067e-20
saved_whole_series,cD3,0.5096465362138136,9.497613645079644e-19
saved_whole_series,cD3,0.5194791837494761,4.917377791125446e-14
saved_whole_series,cD3,0.5295015332661994,2.2338923554456314e-11
saved_whole_series,cD3,0.539717244698044,1.877013712559311e-09
saved_whole_series,cD3,0.5501300485904428,3.804723308925954e-08
saved_whole_series,cD3,0.5607437474625123,5.37892791643819e-07
saved_whole_series,cD3,0.5715622171956457,2.5865959600448234e-06
saved_whole_series,cD3,0.5825894084488966,1.0933170907675331e-05
saved_whole_series,cD3,0.5938293481016697,2.5835000100282307e-05
saved_whole_series,cD3,0.6052861407242459,3.975048201711262e-05
saved_whole_series,cD3,0.6169639700766778,4.140287444789691e-05
saved_whole_series,cD3,0.6288671006366037,6.754502258971244e-05
saved_whole_series,cD3,0.6409998791565376,7.538004141631947e-05
saved_whole_series,cD3,0.653366736251205,0.0001405551540258806
saved_whole_series,cD3,0.665972188015502,0.00015107657968144145
saved_whole_series,cD3,0.6788208376736705,0.0001857035843071726
saved_whole_series,cD3,0.6919173772602912,0.0001797874581486556
saved_whole_series,cD3,0.705266589333708,0.00025632920481606127
saved_whole_series,cD3,0.7188733487225089,0.00023564132841050967
saved_whole_series,cD3,0.7327426243057032,0.00022598592116384372
saved_whole_series,cD3,0.7468794808272429,0.00028125893236783376
saved_whole_series,cD3,0.7612890807455516,0.00018557808262110735
saved_whole_series,cD3,0.7759766861187373,0.00015684313432603577
saved_whole_series,cD3,0.7909476605261763,9.902954158626659e-05
saved_whole_series,cD3,0.8062074710271702,3.941231294885843e-05
saved_whole_series,cD3,0.8217616901573916,1.6860738502731052e-05
saved_whole_series,cD3,0.8376159979638477,5.227169052595849e-06
saved_whole_series,cD3,0.8537761840791034,8.940264826418862e-07
saved_whole_series,cD3,0.8702481498355248,1.1415452989935261e-07
saved_whole_series,cD3,0.8870379104203103,1.495725620788525e-08
saved_whole_series,cD3,0.9041515970721005,8.370522221886042e-10
saved_whole_series,cD3,0.9215954593199674,4.0131439447825126e-11
saved_whole_series,cD3,0.9393758672656,3.55474241627697e-13
saved_whole_series,cD3,0.9574993139095204,1.4517158548136829e-15
saved_whole_series,cD3,0.9759724175221802,6.770751333807561e-18
saved_whole_series,cD3,0.9948019240608021,1.0674300899883565e-17
saved_whole_series,cD3,1.0139947096328503,1.6918770875392662e-17
saved_whole_series,cD3,1.0335577830070277,3.828907857335489e-17
saved_whole_series,cD3,1.0534982881727202,1.7288478881369204e-14
saved_whole_series,cD3,1.073823506948818,1.9491506082611666e-12
saved_whole_series,cD3,1.0945408616428702,7.799311405507884e-11
saved_whole_series,cD3,1.1156579177615438,1.0913077995648628e-09
saved_whole_series,cD3,1.137182386773373,9.726860950052914e-09
saved_whole_series,cD3,1.159122128924814,8.677275302925678e-08
saved_whole_series,cD3,1.1814851561106259,6.012426184790779e-07
saved_whole_series,cD3,1.2042796347996347,2.7645514180297714e-06
saved_whole_series,cD3,1.2275138890169406,9.897343600357502e-06
saved_whole_series,cD3,1.251196403383663,2.6665068968932432e-05
saved_whole_series,cD3,1.2753358262153307,8.510382944160924e-05
saved_whole_series,cD3,1.2999409726800508,0.00016515606290816993
saved_whole_series,cD3,1.3250208280176075,0.0002542152321913023
saved_whole_series,cD3,1.3505845508206658,0.0005157190779377019
saved_whole_series,cD3,1.3766414763792836,0.00094374869653351
saved_whole_series,cD3,1.4032011200899448,0.0014311516804902601
saved_whole_series,cD3,1.4302731809303677,0.002225881488681907
saved_whole_series,cD3,1.4578675450013503,0.002471503020664389
saved_whole_series,cD3,1.4859942891369484,0.003300140561684376
saved_whole_series,cD3,1.5146636845843082,0.003231683340506195
saved_whole_series,cD3,1.54388620075449,0.0047637530055323445
saved_whole_series,cD3,1.573672509045661,0.004134547925503421
saved_whole_series,cD3,1.6040334867400448,0.006008993634479029
saved_whole_series,cD3,1.63498022097606,0.005991668072343122
saved_whole_series,cD3,1.6665240127970893,0.0076074605039495825
saved_whole_series,cD3,1.6986763812783636,0.008863092473625614
saved_whole_series,cD3,1.7314490677334669,0.008075397850772298
saved_whole_series,cD3,1.7648540400019963,0.007750282587141954
saved_whole_series,cD3,1.7989034968199455,0.008684740987972037
saved_whole_series,cD3,1.8336098722744048,0.011034392100215137
saved_whole_series,cD3,1.8689858403442072,0.011271672638030736
saved_whole_series,cD3,1.9050443195281779,0.012244138440561256
saved_whole_series,cD3,1.9417984775626749,0.01077067664170026
saved_whole_series,cD3,1.979261736230148,0.011448557929846113
