station,horizon,model,nominal_pct,empirical_pct,width_W_m2,calibration_error_pp,status,width_per_sigma,winkler_score_W,cwc,sigma_y_W,n_calibration,n_evaluation
6,H96,Proposed (FAME),9.500000e+01,9.890280e+01,622.808,3.902800e+00,over-covered,1.707000e+00,668.9819,1.707,364.8449,2552,2552
6,H96,Unified XGBoost,9.000000e+01,9.478840e+01,1139.4745,4.788400e+00,over-covered,3.123200e+00,1221.5131,3.1232,364.8449,2552,2552
6,H96,Unified XGBoost,9.500000e+01,9.800160e+01,1312.8112,3.001600e+00,over-covered,3.598300e+00,1356.246,3.5983,364.8449,2552,2552
6,H96,Persistence,9.000000e+01,9.713950e+01,432.2666,7.139500e+00,over-covered,1.184800e+00,499.8601,1.1848,364.8449,2552,2552
6,H96,Persistence,9.500000e+01,9.878530e+01,636.8666,3.785300e+00,over-covered,1.745600e+00,688.6321,1.7456,364.8449,2552,2552
7,H1,Proposed (FAME),9.000000e+01,9.672060e+01,457.6385,6.720600e+00,over-covered,1.745600e+00,508.7222,1.7456,262.167,2409,2409
7,H1,Proposed (FAME),9.500000e+01,9.842260e+01,596.9969,3.422600e+00,over-covered,2.277200e+00,637.3876,2.2772,262.167,2409,2409
7,H1,Unified XGBoost,9.000000e+01,9.676210e+01,457.044,6.762100e+00,over-covered,1.743300e+00,503.8047,1.7433,262.167,2409,2409
7,H1,Unified XGBoost,9.500000e+01,9.863010e+01,595.0194,3.630100e+00,over-covered,2.269600e+00,629.9773,2.2696,262.167,2409,2409
7,H1,Persistence,9.000000e+01,9.672060e+01,483.6,6.720600e+00,over-covered,1.844600e+00,543.3209,1.8446,262.167,2409,2409
7,H1,Persistence,9.500000e+01,9.887920e+01,677.0,3.879200e+00,over-covered,2.582300e+00,712.1973,2.5823,262.167,2409,2409
7,H4,Proposed (FAME),9.000000e+01,9.676210e+01,463.2242,6.762100e+00,over-covered,1.766900e+00,508.0706,1.7669,262.167,2409,2409
7,H4,Proposed (FAME),9.500000e+01,9.879620e+01,594.6041,3.796200e+00,over-covered,2.268000e+00,629.1819,2.268,262.167,2409,2409
7,H4,Unified XGBoost,9.000000e+01,9.738480e+01,626.6152,7.384800e+00,over-covered,2.390100e+00,667.0396,2.3901,262.167,2409,2409
7,H4,Unified XGBoost,9.500000e+01,9.896220e+01,794.5761,3.962200e+00,over-covered,3.030800e+00,816.1984,3.0308,262.167,2409,2409
7,H4,Persistence,9.000000e+01,9.672060e+01,483.6,6.720600e+00,over-covered,1.844600e+00,543.3209,1.8446,262.167,2409,2409
7,H4,Persistence,9.500000e+01,9.887920e+01,677.0,3.879200e+00,over-covered,2.582300e+00,712.1973,2.5823,262.167,2409,2409
7,H8,Proposed (FAME),9.000000e+01,9.655460e+01,449.5201,6.554600e+00,over-covered,1.715200e+00,501.0829,1.7152,262.0779,2408,2409
7,H8,Proposed (FAME),9.500000e+01,9.858860e+01,601.887,3.588600e+00,over-covered,2.296600e+00,639.0819,2.2966,262.0779,2408,2409
7,H8,Unified XGBoost,9.000000e+01,9.771690e+01,664.0463,7.716900e+00,over-covered,2.533800e+00,697.2236,2.5338,262.0779,2408,2409
7,H8,Unified XGBoost,9.500000e+01,9.937730e+01,860.0237,4.377300e+00,over-covered,3.281600e+00,876.6768,3.2816,262.0779,2408,2409
7,H8,Persistence,9.000000e+01,9.672060e+01,484.2,6.720600e+00,over-covered,1.847500e+00,543.7241,1.8475,262.0779,2408,2409
7,H8,Persistence,9.500000e+01,9.887920e+01,677.0,3.879200e+00,over-covered,2.583200e+00,712.1973,2.5832,262.0779,2408,2409
7,H16,Proposed (FAME),9.000000e+01,9.676080e+01,456.7885,6.760800e+00,over-covered,1.743600e+00,511.2281,1.7436,261.9799,2408,2408
7,H16,Proposed (FAME),9.500000e+01,9.850500e+01,618.2634,3.505000e+00,over-covered,2.360000e+00,654.4397,2.36,261.9799,2408,2408
7,H16,Unified XGBoost,9.000000e+01,9.696840e+01,737.9325,6.968400e+00,over-covered,2.816800e+00,787.2851,2.8168,261.9799,2408,2408
7,H16,Unified XGBoost,9.500000e+01,9.850500e+01,868.4806,3.505000e+00,over-covered,3.315100e+00,909.7556,3.3151,261.9799,2408,2408
7,H16,Persistence,9.000000e+01,9.671930e+01,484.2,6.719300e+00,over-covered,1.848200e+00,543.7488,1.8482,261.9799,2408,2408
7,H16,Persistence,9.500000e+01,9.887870e+01,677.0,3.878700e+00,over-covered,2.584200e+00,712.2119,2.5842,261.9799,2408,2408
7,H32,Proposed (FAME),9.000000e+01,9.659330e+01,458.6111,6.593300e+00,over-covered,1.752100e+00,508.3974,1.7521,261.7485,2407,2407
7,H32,Proposed (FAME),9.500000e+01,9.867050e+01,613.471,3.670500e+00,over-covered,2.343700e+00,646.5353,2.3437,261.7485,2407,2407
7,H32,Unified XGBoost,9.000000e+01,9.385130e+01,756.8229,3.851300e+00,over-covered,2.891400e+00,850.6189,2.8914,261.7485,2407,2407
7,H32,Unified XGBoost,9.500000e+01,9.688410e+01,880.8743,1.884100e+00,over-covered,3.365300e+00,956.9491,3.3653,261.7485,2407,2407
7,H32,Persistence,9.000000e+01,9.671790e+01,484.2,6.717900e+00,over-covered,1.849900e+00,543.7736,1.8499,261.7485,2407,2407
7,H32,Persistence,9.500000e+01,9.887830e+01,677.0,3.878300e+00,over-covered,2.586500e+00,712.2265,2.5865,261.7485,2407,2407
7,H96,Proposed (FAME),9.000000e+01,9.662780e+01,464.4853,6.627800e+00,over-covered,1.782900e+00,518.7001,1.7829,260.5161,2402,2402
7,H96,Proposed (FAME),9.500000e+01,9.858450e+01,633.4194,3.584500e+00,over-covered,2.431400e+00,666.6909,2.4314,260.5161,2402,2402
7,H96,Unified XGBoost,9.000000e+01,9.741880e+01,851.0973,7.418800e+00,over-covered,3.267000e+00,886.4452,3.267,260.5161,2402,2402
7,H96,Unified XGBoost,9.500000e+01,9.904250e+01,1005.9569,4.042500e+00,over-covered,3.861400e+00,1027.4753,3.8614,260.5161,2402,2402
7,H96,Persistence,9.000000e+01,9.671110e+01,484.2,6.711100e+00,over-covered,1.858600e+00,543.8976,1.8586,260.5161,2402,2402
7,H96,Persistence,9.500000e+01,9.887590e+01,677.0,3.875900e+00,over-covered,2.598700e+00,712.2998,2.5987,260.5161,2402,2402
8,H1,Proposed (FAME),9.000000e+01,9.439290e+01,137.5357,4.392900e+00,over-covered,5.813000e-01,160.899,0.5813,236.5906,2478,2479
8,H1,Proposed (FAME),9.500000e+01,9.745870e+01,176.9052,2.458700e+00,over-covered,7.477000e-01,193.3241,0.7477,236.5906,2478,2479
8,H1,Unified XGBoost,9.000000e+01,9.273900e+01,130.7632,2.739000e+00,over-covered,5.527000e-01,161.2284,0.5527,236.5906,2478,2479
8,H1,Unified XGBoost,9.500000e+01,9.693420e+01,167.9075,1.934200e+00,over-covered,7.097000e-01,193.1534,0.7097,236.5906,2478,2479
8,H1,Persistence,9.000000e+01,9.310210e+01,178.28,3.102100e+00,over-covered,7.535000e-01,209.6934,0.7535,236.5906,2478,2479
8,H1,Persistence,9.500000e+01,9.729730e+01,224.8,2.297300e+00,over-covered,9.502000e-01,243.514,0.9502,236.5906,2478,2479
8,H4,Proposed (FAME),9.000000e+01,9.507870e+01,161.3276,5.078700e+00,over-covered,6.819000e-01,180.8947,0.6819,236.5906,2478,2479
8,H4,Proposed (FAME),9.500000e+01,9.790240e+01,201.799,2.902400e+00,over-covered,8.529000e-01,214.734,0.8529,236.5906,2478,2479
8,H4,Unified XGBoost,9.000000e+01,9.326340e+01,183.856,3.263400e+00,over-covered,7.771000e-01,222.1866,0.7771,236.5906,2478,2479
8,H4,Unified XGBoost,9.500000e+01,9.689390e+01,227.3288,1.893900e+00,over-covered,9.609000e-01,262.7832,0.9609,236.5906,2478,2479
8,H4,Persistence,9.000000e+01,9.310210e+01,178.28,3.102100e+00,over-covered,7.535000e-01,209.6934,0.7535,236.5906,2478,2479
8,H4,Persistence,9.500000e+01,9.729730e+01,224.8,2.297300e+00,over-covered,9.502000e-01,243.514,0.9502,236.5906,2478,2479
8,H8,Proposed (FAME),9.000000e+01,9.430990e+01,182.3472,4.309900e+00,over-covered,7.708000e-01,205.4287,0.7708,236.5633,2478,2478
8,H8,Proposed (FAME),9.500000e+01,9.806300e+01,227.1556,3.063000e+00,over-covered,9.602000e-01,240.9771,0.9602,236.5633,2478,2478
8,H8,Unified XGBoost,9.000000e+01,9.128330e+01,256.1262,1.283300e+00,over-covered,1.082700e+00,312.5272,1.0827,236.5633,2478,2478
8,H8,Unified XGBoost,9.500000e+01,9.608560e+01,313.1932,1.085600e+00,over-covered,1.323900e+00,357.9389,1.3239,236.5633,2478,2478
8,H8,Persistence,9.000000e+01,9.309930e+01,178.28,3.099300e+00,over-covered,7.536000e-01,209.7061,0.7536,236.5633,2478,2478
8,H8,Persistence,9.500000e+01,9.729620e+01,224.8,2.296200e+00,over-covered,9.503000e-01,243.5215,0.9503,236.5633,2478,2478
8,H16,Proposed (FAME),9.000000e+01,9.245360e+01,181.3523,2.453600e+00,over-covered,7.668000e-01,214.0903,0.7668,236.5045,2477,2478
8,H16,Proposed (FAME),9.500000e+01,9.717510e+01,226.1087,2.175100e+00,over-covered,9.560000e-01,246.7642,0.956,236.5045,2477,2478
8,H16,Unified XGBoost,9.000000e+01,9.136400e+01,408.3083,1.364000e+00,over-covered,1.726400e+00,490.6996,1.7264,236.5045,2477,2478
8,H16,Unified XGBoost,9.500000e+01,9.669090e+01,507.6377,1.690900e+00,over-covered,2.146400e+00,564.2864,2.1464,236.5045,2477,2478
8,H16,Persistence,9.000000e+01,9.309930e+01,177.94,3.099300e+00,over-covered,7.524000e-01,209.6007,0.7524,236.5045,2477,2478
8,H16,Persistence,9.500000e+01,9.729620e+01,224.8,2.296200e+00,over-covered,9.505000e-01,243.5215,0.9505,236.5045,2477,2478
8,H32,Proposed (FAME),9.000000e+01,9.172390e+01,180.2164,1.723900e+00,over-covered,7.620000e-01,217.9153,0.762,236.4973,2476,2477
8,H32,Proposed (FAME),9.500000e+01,9.644730e+01,222.1028,1.447300e+00,over-covered,9.391000e-01,249.5054,0.9391,236.4973,2476,2477
8,H32,Unified XGBoost,9.000000e+01,9.608400e+01,599.8237,6.084000e+00,over-covered,2.536300e+00,644.1208,2.5363,236.4973,2476,2477
8,H32,Unified XGBoost,9.500000e+01,9.834480e+01,713.8306,3.344800e+00,over-covered,3.018300e+00,743.9468,3.0183,236.4973,2476,2477
8,H32,Persistence,9.000000e+01,9.309650e+01,177.94,3.096500e+00,over-covered,7.524000e-01,209.6135,0.7524,236.4973,2476,2477
8,H32,Persistence,9.500000e+01,9.729510e+01,224.3,2.295100e+00,over-covered,9.484000e-01,243.2996,0.9484,236.4973,2476,2477
8,H96,Proposed (FAME),9.000000e+01,9.441750e+01,192.8931,4.417500e+00,over-covered,8.151000e-01,219.4286,0.8151,236.6606,2471,2472
8,H96,Proposed (FAME),9.500000e+01,9.757280e+01,236.0166,2.572800e+00,over-covered,9.973000e-01,254.8877,0.9973,236.6606,2471,2472
8,H96,Unified XGBoost,9.000000e+01,9.348710e+01,710.4576,3.487100e+00,over-covered,3.002000e+00,811.5202,3.002,236.6606,2471,2472
8,H96,Unified XGBoost,9.500000e+01,9.724920e+01,857.5508,2.249200e+00,over-covered,3.623500e+00,928.2198,3.6235,236.6606,2471,2472
8,H96,Persistence,9.000000e+01,9.308250e+01,177.78,3.082500e+00,over-covered,7.512000e-01,209.6282,0.7512,236.6606,2471,2472
8,H96,Persistence,9.500000e+01,9.728960e+01,224.3,2.289600e+00,over-covered,9.478000e-01,243.338,0.9478,236.6606,2471,2472
